Response ID,Date,Score,Taxonomy Type,Response Text,Translated Text,Page URL,vader_negative,vader_neutral,vader_positive,vader_compound,sentiment_label
161851058,"May 20, 2025",0,Usability,quick access to finding information,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161852612,"May 20, 2025",10,Usability,"It's a powerful tool to centralize business information to ease our operations and reporting. Sometimes it's not very intuitive, but I don't blame my ignorance on your software haha. Thank you for the great features and good work.",,Dashboard Page,0.0,0.539,0.461,0.9767,positive
161749968,"May 19, 2025",0,Functionality,you can not hida the data which is high risk,,Dashboard Page,0.189,0.811,0.0,-0.2732,negative
161773822,"May 19, 2025",10,Usability,So organized,,Dashboard Page,,,,,unscored
161761093,"May 19, 2025",9,General,too busy for this,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161749004,"May 19, 2025",7,Usability,"Its a very good crm. But sometimes hubspot solves certain problems in a overcomplicated way. I know that it is very difficult to find interconnecting ways, but this would be my criticism",,Dashboard Page,0.249,0.584,0.166,-0.6901,negative
161754543,"May 19, 2025",10,Usability,"Intuitif,",Intuitive,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161764122,"May 19, 2025",10,Usability,Ferramenta prÃ¡tica e de fÃ¡cil interpretaÃ§Ã£o,Practical and easy to interpret tool,Dashboard Page,0.0,0.633,0.367,0.4404,positive
161748020,"May 19, 2025",9,Usability,"intuitive, customisable, works with MS365",,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161759514,"May 19, 2025",10,Usability,EficiÃªncia,Efficiency,Dashboard Page,0.0,0.0,1.0,0.3612,positive
161756968,"May 19, 2025",0,Expectation Gap,Too expensive,,Dashboard Page,,,,,unscored
161739410,"May 19, 2025",10,General,it is like salesforce for dummies.,,Dashboard Page,0.0,0.667,0.333,0.3612,positive
161775447,"May 19, 2025",9,Usability,Ease of use/integration,,Dashboard Page,0.0,0.444,0.556,0.3612,positive
161750813,"May 19, 2025",9,Usability,It will keep the employees more organised with there tasks,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161744576,"May 19, 2025",8,Usability,Makkelijk info per persoon kunnen bewaren,Easy to save information per person,Dashboard Page,0.0,0.396,0.604,0.7269,positive
161770706,"May 19, 2025",8,General,"Overall Hubspot is great, does everything you could want it to do.",,Dashboard Page,0.0,0.649,0.351,0.6597,positive
161789490,"May 19, 2025",5,General,new,,Dashboard Page,,,,,unscored
161763066,"May 19, 2025",8,Functionality,Bastante funcionalidades.,Quite a few functionalities.,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161798557,"May 19, 2025",8,General,"I'm not sure if I have good feedback but there is sooo much to hubspot, and when you know how it works and have it set up properly it is a very valuable tool but there is a lot to know",,Dashboard Page,0.032,0.826,0.142,0.7234,positive
161797340,"May 19, 2025",5,Functionality,This is really not a complete CRM system and everything has to be customized.,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161757983,"May 19, 2025",7,Expectation Gap,It is very hard to understand what is in our subscription and what is in HS but needs an additional level!,,Dashboard Page,0.076,0.924,0.0,-0.1627,negative
161793926,"May 19, 2025",6,Functionality,It doesn't have some functionalities which I've requested the past two years.,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161741297,"May 19, 2025",8,Usability,"Ease of use
Simplicity of design
Ease of training",,Dashboard Page,0.0,0.583,0.417,0.6124,positive
161794979,"May 19, 2025",8,Usability,"it used to be easier to build automations and reports. There have been some changes that make it harder to figure out ""and' , ""or"". I felt like I used to be able to fly through building it out and now I feel slowed down.",,Dashboard Page,0.0,0.89,0.11,0.6486,positive
161787561,"May 19, 2025",10,Usability,Works great. I like!,,Dashboard Page,,,,,unscored
161789780,"May 19, 2025",7,Usability,"Messy organizational structure that isnt intuitive. Once you know where to go to get what you want its a great tool, but so many of these features feel like an afterthought that are just tacked on when its something decided that needs to be added",,Dashboard Page,0.035,0.825,0.14,0.6369,positive
161765354,"May 19, 2025",10,General,no,,Dashboard Page,,,,,unscored
161734215,"May 19, 2025",3,Usability,è¨€è‘‰ã®å®šç¾©ã®å•é¡Œãªã®ã‹ã€UIã®å•é¡Œãªã®ã‹ã€ã‚ã‹ã‚‰ãªã„ãŒã€ç›´è¦³ã§æ“ä½œã—ã¥ã‚‰ã„ã€‚,"I don't know if it's a definition problem or a UI problem, but it's difficult to operate intuitively.",Dashboard Page,0.317,0.683,0.0,-0.714,negative
161796800,"May 19, 2025",0,Usability,Seem like a constant uphill battle trying to get it to do the simplest of things (like have a date-selector at the top of a multi-joined report -- or making the table or chart heights exactly right so there's not a lot of white-space or a scroll-bar),It seems like a constant uphill battle trying to get it to do the simplest of things (like having a date-selector at the top of a multi-joined report -- or making the table or chart heights exactly right so there's not a lot of white-space or a scroll-bar),Dashboard Page,0.049,0.824,0.127,0.4939,positive
161790790,"May 19, 2025",10,Functionality,Good CRM but could use an auto dialer,,Dashboard Page,0.0,0.782,0.218,0.2382,positive
161767523,"May 19, 2025",7,General,dashs,,Dashboard Page,,,,,unscored
161795848,"May 19, 2025",6,Usability,Not user friendly.,,Dashboard Page,,,,,unscored
161753014,"May 19, 2025",7,Expectation Gap,"Automation and ease of use make this a no-brainer, albeit the pricing and locking off of features behind higher price tiers is definitely not great",,Dashboard Page,0.108,0.721,0.171,0.2278,positive
161748401,"May 19, 2025",0,Expectation Gap,Zero help unless you are on a subscription,,Dashboard Page,0.0,0.722,0.278,0.4019,positive
161741798,"May 19, 2025",10,Usability,Effeciency and easy to use across all platforms. Ipad and desktop predominantly,,Dashboard Page,0.0,0.791,0.209,0.4404,positive
161770906,"May 19, 2025",0,Expectation Gap,hubspot is not made for outbound calling... is good for inbound marketing i guess,,Dashboard Page,0.0,0.818,0.182,0.4404,positive
161692028,"May 18, 2025",10,Usability,simple and easy to easy,,Dashboard Page,0.0,0.341,0.659,0.7003,positive
161707538,"May 18, 2025",8,General,It works pretty well for what I need in keeping in contact with customers.,,Dashboard Page,0.0,0.694,0.306,0.6486,positive
161721527,"May 18, 2025",10,General,ease of access and customer support for a growing business or startup.,,Dashboard Page,0.0,0.566,0.434,0.7096,positive
161703838,"May 18, 2025",10,General,"Ich bin in riesiger Fan von Hubspot. Es hat mir ermÃ¶glicht, wirklich guts Mareting zu machen.",I am a huge fan of HubSpot. It has allowed me to do really good marketing.,Dashboard Page,0.0,0.625,0.375,0.7778,positive
161656458,"May 17, 2025",10,Usability,Amazing features. So simple to understand and your help section is so detailed that one can understand most of the things from your video tutorials.,,Dashboard Page,0.0,0.78,0.22,0.7579,positive
161681692,"May 17, 2025",5,Functionality,Data reports are too limited.,,Dashboard Page,0.322,0.678,0.0,-0.2263,negative
161645851,"May 17, 2025",10,Usability,it's just an awesome product.. simple!,,Dashboard Page,0.0,0.532,0.468,0.6588,positive
161680988,"May 17, 2025",8,Functionality,"I would score higher if ""upgrade"" functionality or functionality we don't plan to roll out yet could be hidden from my sales team's menus",,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161647382,"May 17, 2025",10,General,Y,,Dashboard Page,,,,,unscored
161672822,"May 17, 2025",1,Reliability,no llegan los correos,The emails are not arriving,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161688265,"May 17, 2025",1,General,not great support,,Dashboard Page,0.847,0.153,0.0,-0.6759,negative
161623311,"May 16, 2025",8,Functionality,integrated phone,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161620229,"May 16, 2025",0,Usability,"Just Awful - Long Record ID numbers, no way of referencing an OPPORTUNITY (not deal) using Unique URL strings. No way of emailing content to the Opportunity without providing full access to the an Exchange?M365 mailbox. Look up on email ingestion is based on contacts, which is stupid as contacts at businesses change. Default screen and UI is awful, lots of useless unimportant data.",,Dashboard Page,0.236,0.686,0.079,-0.8902,negative
161600490,"May 16, 2025",0,Usability,"too many steps to change statuses, i would like to have automatic saves for contact info changes.",,Dashboard Page,0.0,0.865,0.135,0.3612,positive
161595512,"May 16, 2025",0,Expectation Gap,"Only benefits the marketing team. Sales does all the work, calling, getting proper contacts and email. Marketing gets free leads to spam.",,Dashboard Page,0.091,0.693,0.215,0.5267,positive
161637496,"May 16, 2025",9,Usability,"Very easy to use and helps a lot in terms of keeping track of all activities, even though some aren't recorded.",,Dashboard Page,0.0,0.766,0.234,0.6997,positive
161640656,"May 16, 2025",8,Usability,Ease in gathering data,,Dashboard Page,0.0,0.545,0.455,0.3612,positive
161633692,"May 16, 2025",10,General,The future of HS,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161601666,"May 16, 2025",10,Usability,Ease of use and versatility,,Dashboard Page,0.0,0.615,0.385,0.3612,positive
161588674,"May 16, 2025",6,Functionality,easy of customization on the dashboard. It's not easy to add goals in the dashboard,,Dashboard Page,0.131,0.71,0.158,0.1265,positive
161636319,"May 16, 2025",10,Usability,easy to work with,,Dashboard Page,0.0,0.508,0.492,0.4404,positive
161622437,"May 16, 2025",10,Usability,OrganizaciÃ³n y control de la informaciÃ³n.,Organization and control of information,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161605728,"May 16, 2025",10,Functionality,Accesibilidad y automatizaciÃ³n,Accessibility and automation,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161626393,"May 16, 2025",0,Usability,You keep changing the taskbar and I can't find anything,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161616626,"May 16, 2025",9,General,Numerous options,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161640919,"May 16, 2025",0,General,"this program is ineffective for me and my coworkers, we don't sell anything here...",,Dashboard Page,0.103,0.897,0.0,-0.128,negative
161593811,"May 16, 2025",10,General,I used Pardot before ;-),,Dashboard Page,0.0,0.667,0.333,0.25,positive
161591316,"May 16, 2025",10,General,perfektes CRM,perfect CRM,Dashboard Page,0.0,0.213,0.787,0.5719,positive
161621806,"May 16, 2025",6,Reliability,"ultimamente estÃ¡ bem ruim, travando muito ligaÃ§Ãµes ruins e atÃ© layout nao Ã© funcional","It's been really bad lately, freezing a lot, having bad connections, and even the layout isn't functional",Dashboard Page,0.39,0.61,0.0,-0.8384,negative
161587390,"May 16, 2025",0,Functionality,Your data is not easily available to you. The reporting and analysis of simple things like contactability across your database is so limited.,,Dashboard Page,0.168,0.74,0.092,-0.2564,negative
161589066,"May 16, 2025",10,General,All your contacts and all your tools in one place.,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161620801,"May 16, 2025",10,Usability,"User friendly,",,Dashboard Page,,,,,unscored
161632352,"May 16, 2025",9,Usability,Its still a work in progress. Perfect reason is when a customer phone number is in hubspot it doesn't open the account. When searching for a accounts the old way before the upgrade worked perfect the change now stinks bad.,,Dashboard Page,0.108,0.667,0.225,0.7184,positive
161634035,"May 16, 2025",0,General,cannot get a direct line to a live person.  Not very good Customer service and that is kind a joke since you all our selling cuctomer service.,,Dashboard Page,0.081,0.745,0.174,0.4547,positive
161621238,"May 16, 2025",7,Usability,convivialitÃ© et ergonomie,Friendliness and ergonomics,Dashboard Page,0.0,0.4,0.6,0.4588,positive
161640008,"May 16, 2025",10,General,good,,Dashboard Page,,,,,unscored
161601169,"May 16, 2025",10,Functionality,facil tener una mejor visiÃ³n de los prospectos,It would be easier to have a better view of prospects,Dashboard Page,0.0,0.503,0.497,0.7845,positive
161592295,"May 16, 2025",8,Expectation Gap,"Its' a good platform, just that I don't have the full suite package.",,Dashboard Page,0.0,0.805,0.195,0.4404,positive
161594586,"May 16, 2025",9,Usability,Sometimes a little bit repetitive.,,Dashboard Page,0.301,0.699,0.0,-0.1832,negative
161614600,"May 16, 2025",8,Performance,"Good otherwise, but dashbpoarding is super slow? Each click I do requires lot of loding",,Dashboard Page,0.0,0.64,0.36,0.8074,positive
161637972,"May 16, 2025",5,Reliability,delay in data push of integration,,Dashboard Page,0.315,0.685,0.0,-0.3182,negative
161629748,"May 16, 2025",0,General,to much,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161600465,"May 16, 2025",10,General,Outstanding pace of innovation and new releases. easy to configure and wonderful customer support,,Dashboard Page,0.0,0.361,0.639,0.9423,positive
161633261,"May 16, 2025",5,Usability,"Diariamente tenho problema para gerar lista a partir de negÃ³cio, isso faz com que dificulte e atrapalhe o dia a dia da equipe.","I have daily problems generating lists from deals, which makes it difficult and disrupts the team's daily routine.",Dashboard Page,0.245,0.755,0.0,-0.6369,negative
161589423,"May 16, 2025",4,Functionality,Reporting options could improve,,Dashboard Page,0.0,0.508,0.492,0.4404,positive
161594811,"May 16, 2025",6,Usability,Je trouve que l'interface n'est pas user friendly. C'est complexe de se mettre dedans pour comprendre comment paramÃ©trer les tableaux et afficher la donnÃ©e sous le format qui m'intÃ©resse,I find that the interface is not user-friendly. It is complex to get into and understand how to set up tables and display the data in the format that interests me.,Dashboard Page,0.0,0.938,0.062,0.25,positive
161587201,"May 16, 2025",5,Functionality,.....,,Dashboard Page,,,,,unscored
161606910,"May 16, 2025",7,Functionality,"Having the ability to edit sequences and have the changes affect enrolled contacts would be very useful, it just means I won't need to unenroll and enrol existing contacts to the right step.",,Dashboard Page,0.0,0.849,0.151,0.6697,positive
161620684,"May 16, 2025",10,General,"Buenas aplicaciones para gestiÃ³n de datos, marketing, ventas y atenciÃ³n al cliente.","Good applications for data management, marketing, sales, and customer service.",Dashboard Page,0.0,0.756,0.244,0.4404,positive
161613308,"May 16, 2025",9,Usability,"HubSpot is just a very powerful tool in keeping my deals, contacts and clients up to date.",,Dashboard Page,0.0,0.838,0.162,0.4754,positive
161617047,"May 16, 2025",9,General,"It does the job. Has its issues like every platform, but provides good value for money.",,Dashboard Page,0.0,0.599,0.401,0.8271,positive
161642034,"May 16, 2025",10,Functionality,"it helps me keep track of my teams' sales, increasing sales",,Dashboard Page,0.0,0.794,0.206,0.3818,positive
161641516,"May 16, 2025",2,General,preferred other CRMs,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161594529,"May 16, 2025",0,Performance,"ã™ã¹ã¦ã®å‹•ä½œãŒé‡ã„
ãƒ­ã‚°ã‚’è¨˜å…¥ã™ã‚‹éš›ã«æ–‡å­—ã®åæ˜ ã¾ã§æ•°ç§’ãƒ©ã‚°ãŒã‚ã‚‹",Everything is slow. There is a lag of several seconds before text is reflected when entering logs.,Dashboard Page,0.13,0.87,0.0,-0.34,negative
161615072,"May 16, 2025",5,Usability,Not easy to learn,,Dashboard Page,0.445,0.555,0.0,-0.3412,negative
161633989,"May 16, 2025",10,General,Powerful tool to direct your Sales Team's activities,,Dashboard Page,0.0,0.714,0.286,0.4215,positive
161627671,"May 16, 2025",7,General,Satisfactory but not superb,,Dashboard Page,0.542,0.244,0.214,-0.5706,negative
161611724,"May 16, 2025",10,General,i like this crm,,Dashboard Page,0.0,0.545,0.455,0.3612,positive
161590460,"May 16, 2025",10,General,fda,,Dashboard Page,,,,,unscored
161573004,"May 15, 2025",10,Usability,Intuitivo e Ã³timo para nos guiar nas decisÃµes.,Intuitive and great for guiding our decisions.,Dashboard Page,0.0,0.594,0.406,0.6249,positive
161541274,"May 15, 2025",10,General,Bom,,Dashboard Page,,,,,unscored
161528954,"May 15, 2025",9,Usability,sehr Ã¼bersichtlich aufgebaut- Intuitiv.,Very clearly structured - intuitive.,Dashboard Page,0.0,0.572,0.428,0.4576,positive
161540295,"May 15, 2025",10,General,Best CRM i have worked on,,Dashboard Page,0.0,0.543,0.457,0.6369,positive
161530892,"May 15, 2025",5,Usability,"Thereâ€™s room to make it more friendly and intuitive, and to enhance the customer service to be more supportive and service-focused.",,Dashboard Page,0.0,0.778,0.222,0.7172,positive
161535702,"May 15, 2025",0,Performance,hubspot is extremely slow,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161545410,"May 15, 2025",10,Usability,das integrierte und einfach zu handhabende CMS,The integrated and easy-to-handle CMS,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161561333,"May 15, 2025",3,General,Hubspot doesnt seem to do anything to help facilitate sales that I couldnt get elsewhere for free.,,Dashboard Page,0.0,0.714,0.286,0.7184,positive
161558915,"May 15, 2025",8,Functionality,Mostly love how easy it is to learn and configure.   Wish there were more configuration options for main navigation to help keep interface simple & easy to use by hiding what isn't relevant to users.,,Dashboard Page,0.047,0.622,0.33,0.9217,positive
161548076,"May 15, 2025",7,Functionality,"Have only begun using a paid seat license yesterday. The free version is 100% useful, but I would rather see an option to add contacts at the lowest level. 1,000 seems quite limited.",,Dashboard Page,0.158,0.738,0.104,-0.4748,negative
161578519,"May 15, 2025",10,Usability,Easy to use,,Dashboard Page,0.0,0.408,0.592,0.4404,positive
161525699,"May 15, 2025",4,Reliability,"Too hard to keep data clean. Record changes not saving, records changing, records disappearing.
Not user friendly. Most applications uneccesary & can't remove.",,Dashboard Page,0.151,0.748,0.101,-0.0844,negative
161558758,"May 15, 2025",6,Usability,It is hard to navigate through deals and work on them.,,Dashboard Page,0.123,0.877,0.0,-0.1027,negative
161573542,"May 15, 2025",7,Usability,"Its great, does alot, makes my life easier but in the sales role again I've submitted this before, I need the sales ""deals"" section and the companies ""vendors"" section to allow scrolling like the tsk due.  Allow me to go into one record and seamlessly click ""next"" to go to the next company and or deal.  I hate having to back out, scroll down and click company after company.  I need a way to easily click to the next record.  Please and this will be a 10 star rating.",,Dashboard Page,0.049,0.782,0.169,0.8591,positive
161536734,"May 15, 2025",2,General,Products is a half baked product,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161535968,"May 15, 2025",0,Usability,"Alles wird immer unÃ¼bersichtlicher. Die Navigation Ã¤ndert sich zu hÃ¤ufig, ich suche mich zu Tode...","Everything is getting more and more confusing. The navigation changes too often, I'm searching myself to death...",Dashboard Page,0.298,0.702,0.0,-0.7474,negative
161541163,"May 15, 2025",2,Functionality,Every task requires 10x more work to complete,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161526545,"May 15, 2025",0,Usability,ä½¿ã„ã¥ã‚‰ã„,Difficult to use,Dashboard Page,0.556,0.444,0.0,-0.3612,negative
161537946,"May 15, 2025",0,Usability,Overpriced and complicated to use,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161542115,"May 15, 2025",5,Reliability,As sÃ³ nÃ£o Funciona,It only doesn't work,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161520446,"May 15, 2025",9,General,nice product,,Dashboard Page,,,,,unscored
161559221,"May 15, 2025",3,Usability,"Hard to navigate, hard to collaborate, not user friendly",,Dashboard Page,0.475,0.525,0.0,-0.5312,negative
161568825,"May 15, 2025",6,Expectation Gap,too much of features are in high paid options! In 2025 some features are just basics not extras,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161534870,"May 15, 2025",6,Functionality,"Reporting tools are quite limited which makes my job difficult. Although some automations are nice, they are all lacking in some areas.",,Dashboard Page,0.177,0.717,0.106,-0.2247,negative
161533402,"May 15, 2025",7,General,it could be better,,Dashboard Page,0.0,0.508,0.492,0.4404,positive
161529999,"May 15, 2025",9,Usability,"So easy to navigate... 
search engine needs a fuzzy setting though.",,Dashboard Page,0.0,0.758,0.242,0.4927,positive
161544586,"May 15, 2025",10,Usability,,,Dashboard Page,,,,,unscored
161571676,"May 15, 2025",8,Usability,"No en todos los dispositivos se puede firmar correctamente un contrato,hay unos que estÃ¡n muy limitados del espacio","You cannot sign a contract correctly on all devices, some are very limited in space.",Dashboard Page,0.135,0.865,0.0,-0.2944,negative
161545866,"May 15, 2025",8,Expectation Gap,Ainda muito caro,Still too expensive,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161573026,"May 15, 2025",10,General,love this thing,,Dashboard Page,0.0,0.323,0.677,0.6369,positive
161576718,"May 15, 2025",2,Functionality,no es muy funcional,It is not very functional,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161531871,"May 15, 2025",9,Usability,Its pretty useful but needs discipline on use and consistency,,Dashboard Page,0.0,0.664,0.336,0.4678,positive
161574042,"May 15, 2025",6,Usability,"Emails sent through hubspot, don't appear the same in outlook. Formatting is lost, and the email looks unprofesisonal. hate using the email app but use it for tracking.",,Dashboard Page,0.133,0.867,0.0,-0.4588,negative
161563282,"May 15, 2025",10,General,,,Dashboard Page,,,,,unscored
161533742,"May 15, 2025",10,General,si,,Dashboard Page,,,,,unscored
161559988,"May 15, 2025",0,Usability,Help me learn how to use it!,,Dashboard Page,0.0,0.667,0.333,0.4574,positive
161537299,"May 15, 2025",7,Usability,,,Dashboard Page,,,,,unscored
161528285,"May 15, 2025",9,Functionality,Flexibility of the system,,Dashboard Page,0.0,0.556,0.444,0.34,positive
161509161,"May 14, 2025",3,Functionality,"Too many limitations with yearly subscription clients, as well as not able to easily adapt for employees going on vacation/leave - they have to pause email sequencing, which disrupts our business.",,Dashboard Page,0.061,0.875,0.063,0.0165,neutral
161515835,"May 14, 2025",10,Usability,"Que puedes tener tu funnel ordenado y dar seguimiento puntual a tus oportunidades, no pierdes tracking de las tareas y seguimientos, puedes hacer secuencias para un mejor seguimiento","You can have your funnel organized and track opportunities precisely, you don't lose track of tasks and follow-ups, you can create sequences for better tracking",Dashboard Page,0.0,0.646,0.354,0.8384,positive
161475586,"May 14, 2025",0,General,Call transcripts appalling,,Dashboard Page,,,,,unscored
161484877,"May 14, 2025",7,Usability,"It needs to be more intuitive, for example, the reports. You need to know the system very well to make what you're looking for happen. The same applies to other sections, resources, and tools.",,Dashboard Page,0.0,0.932,0.068,0.3384,positive
161472349,"May 14, 2025",10,Usability,its easy and perfect,,Dashboard Page,0.0,0.233,0.767,0.765,positive
161502936,"May 14, 2025",10,Usability,Ease of use,,Dashboard Page,0.0,0.444,0.556,0.3612,positive
161464513,"May 14, 2025",10,Usability,"Clarity, overview, easy to work with",,Dashboard Page,0.0,0.417,0.583,0.6808,positive
161482931,"May 14, 2025",8,Usability,could be a little more user-friendly,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161450945,"May 14, 2025",10,Usability,user friendly and clear snapshots available for business performance.  this CRM is essential for excellent customer experience and growth.,,Dashboard Page,0.0,0.554,0.446,0.9022,positive
161456685,"May 14, 2025",0,Usability,NOT USER FRIENDLY,,Dashboard Page,,,,,unscored
161509873,"May 14, 2025",10,General,"Our team is digging into the new AI copilot on deals and pipeline management, looks great so far, we're excited to dig in.",,Dashboard Page,0.0,0.756,0.244,0.7759,positive
161471357,"May 14, 2025",9,Usability,"Easy to use and understand, incl. from a basic admin perspective. Intuitive
Flexible",,Dashboard Page,0.0,0.696,0.304,0.5859,positive
161515308,"May 14, 2025",2,Usability,dont like layout,,Dashboard Page,,,,,unscored
161514846,"May 14, 2025",7,Usability,Ease of use,,Dashboard Page,0.0,0.444,0.556,0.3612,positive
161462120,"May 14, 2025",10,General,I need Hubspot,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161513999,"May 14, 2025",10,General,so much easier than salesforce,,Dashboard Page,0.0,0.565,0.435,0.4728,positive
161495313,"May 14, 2025",1,Reliability,there is always issues with Outlook,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161464278,"May 14, 2025",9,Usability,Easy to navigate and captures relevant information. Not overpopulated with unnecessary and time-consuming functionality,,Dashboard Page,0.0,0.818,0.182,0.4404,positive
161480078,"May 14, 2025",10,Usability,Muy didÃ¡ctico,Very educational,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161483709,"May 14, 2025",0,Performance,very slow,,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161507621,"May 14, 2025",10,General,me parece un excelente gestor de actividades comerciales,It seems an excellent commercial activity manager,Dashboard Page,0.0,0.619,0.381,0.5719,positive
161500614,"May 14, 2025",10,General,Way better than microsoft dynamics,,Dashboard Page,0.0,0.375,0.625,0.6124,positive
161507894,"May 14, 2025",0,Reliability,La informaciÃ³n no se refleja correctamente,The information is not reflected correctly,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161513533,"May 14, 2025",10,General,"Una maravilla, gracias por todo!!","A wonderful product, thank you for everything!!",Dashboard Page,0.0,0.424,0.576,0.7772,positive
161507460,"May 14, 2025",5,Usability,"Seems a bit too messy, not as intuitive as I'd like. Maybe that's more on admin but I find my experience so-so",,Dashboard Page,0.074,0.851,0.074,0.0,neutral
161454650,"May 14, 2025",2,Functionality,We can not connect our email,,Dashboard Page,,,,,unscored
161498138,"May 14, 2025",10,Usability,LOVE THE ACCESSIBILITY,,Dashboard Page,,,,,unscored
161469991,"May 14, 2025",7,Usability,The tickets part is not really easy to follow. In other tools you see when someone replies in another colour or something like that.,,Dashboard Page,0.097,0.811,0.092,-0.0317,neutral
161464638,"May 14, 2025",1,General,uselessness,,Dashboard Page,,,,,unscored
161484622,"May 14, 2025",10,Functionality,It makes our business scalable.  It automates the mundane :),,Dashboard Page,0.0,0.75,0.25,0.4588,positive
161501819,"May 14, 2025",7,General,cc,,Dashboard Page,,,,,unscored
161461837,"May 14, 2025",9,General,å®Ÿéš›ã«çµæžœãŒå‡ºã¦ã„ã‚‹ã‹ã‚‰ã€‚,Because the results are actually coming out.,Dashboard Page,0.0,1.0,0.0,0.0,neutral
161473829,"May 14, 2025",10,General,thanks,,Dashboard Page,0.0,0.0,1.0,0.4404,positive
161508349,"May 14, 2025",10,General,Me gusta,,Dashboard Page,,,,,unscored
161482990,"May 14, 2025",7,Usability,en un crm muy dinamico y sencillo de utilizar,In a very dynamic and easy-to-use CRM,Dashboard Page,0.0,0.675,0.325,0.4391,positive
161464684,"May 14, 2025",5,Usability,"It's still new, needs a bit of improvements.",,Dashboard Page,0.0,0.753,0.247,0.3182,positive
161506577,"May 14, 2025",3,Usability,It is so confusing and too many things change weekly so you can't ever really figure out how to use it consistently without having to relearn something.,,Dashboard Page,0.087,0.913,0.0,-0.3593,negative
161479596,"May 14, 2025",0,Reliability,Not Reliable. Features are frequently failing and having to be fixed.,,Dashboard Page,0.248,0.752,0.0,-0.5106,negative
161464444,"May 14, 2025",7,Usability,"Sometimes it does weird things, but is pretty good and user-friendly.",,Dashboard Page,0.077,0.457,0.466,0.8316,positive
161465306,"May 14, 2025",9,Usability,Ãœbersichtliche und Intuitive Handhabung,Clear and intuitive handling,Dashboard Page,0.0,0.536,0.464,0.3818,positive
161465947,"May 14, 2025",8,Usability,Salesforceã«æ¯”ã¹ã€ãƒ¬ãƒãƒ¼ãƒˆãƒ»ãƒ€ãƒƒã‚·ãƒ¥ãƒœãƒ¼ãƒ‰ã®è¨­å®šãŒé›£ã—ã„ã€‚,"Compared to Salesforce, setting up reports and dashboards is difficult.",Dashboard Page,0.217,0.783,0.0,-0.3612,negative
161473761,"May 14, 2025",8,Usability,easy to understand,,Dashboard Page,0.0,0.408,0.592,0.4404,positive
161493945,"May 14, 2025",6,Reliability,Mala implementaciÃ³n,Bad implementation,Dashboard Page,0.778,0.222,0.0,-0.5423,negative
161481257,"May 14, 2025",0,General,no free survey,,Dashboard Page,0.575,0.425,0.0,-0.4023,negative
161507172,"May 14, 2025",1,Usability,muito confuso de mexer,Very confusing to use,Dashboard Page,0.422,0.578,0.0,-0.2944,negative
161397860,"May 13, 2025",10,General,Prettig programma,Nice program,Dashboard Page,0.0,0.263,0.737,0.4215,positive
161431669,"May 13, 2025",10,General,"Ã²tima ferramenta, evoluÃ§Ã£o constante e suporte maravilhoso","Great tool, constant evolution and wonderful support",Dashboard Page,0.0,0.276,0.724,0.8885,positive
